product_name,product_link,shop_name,shop_link,price,est_mo_sales,est_mo_revenue,est_total_sales,reviews,listing_age,favorites,avg_reviews,views,category,description_character_count,shop_age,visibility_score,conversion_rate,total_shop_sales,tags,tag_1,tag_2,tag_3,tag_4,tag_5,tag_6,tag_7,tag_8,tag_9,tag_10,tag_11,tag_12,tag_13,image_path
Plush Minky Name Blanket,https://www.etsy.com/listing/897642686/plush-minky-name-blanket,SugarHouseSwaddles,https://www.etsy.com/shop/SugarHouseSwaddles,31,1149,35619,53008,11992,46 Mo.,28544,260,1155289,Home & Living,,85,100,4.59,389805,"personalized minky,baby name,toddler,personalize,baby girl blanket,baby boy blanket,ready to ship,name blanket,kid name blanket,custom blanket,teen,kid,adult",personalized minky,baby name,toddler,personalize,baby girl blanket,baby boy blanket,ready to ship,name blanket,kid name blanket,custom blanket,teen,kid,adult,../data/images/Plush_Minky_Name_Blanket.png
"Personalized Blanket for Kids, Baby - 3 Sizes and 30 Plus Colors, Custom Name Nursery Blanket for Newborn, Kids, Swaddle Gift Purple Bedding",https://www.etsy.com/listing/1354082081/personalized-blanket-for-kids-baby-3,HickoryMoments,https://www.etsy.com/shop/HickoryMoments,28,1295,35613,28533,6985,22 Mo.,14106,317,697280,Accessories,,50,100,4.09,141671,"custom name blanket,kids christmas gift,baby shower gift,baby girl blanket,baby christmas gift,blankets with name,baby boy blanket,swaddle,receiving blanket,birthday present,personalized plush,monthly milestone,toddler",custom name blanket,kids christmas gift,baby shower gift,baby girl blanket,baby christmas gift,blankets with name,baby boy blanket,swaddle,receiving blanket,birthday present,personalized plush,monthly milestone,toddler,../data/images/Personalized_Blanket_for_Kids__Baby___3_Sizes_and_.png
"Custom Photo on Wood, Engraved Photo on Wood with Watercolor Style, Custom Wall Art, Personalized Portrait from Photo as Long Distance Gift.",https://www.etsy.com/listing/1033825492/custom-photo-on-wood-engraved-photo-on,austero,https://www.etsy.com/shop/austero,63,562,35260,21424,6136,38 Mo.,23930,161,890062,Home & Living,,41,100,2.41,36556,"Portrait from Photo,Custom Photo,Engraved Photo Wood,Custom Photo on Wood,Personalized Gifts,custom portrait,wood engraving,photo on wood,gift for him,gift for her,wall art decor,christmas gift ideas,fall hosting decor",Portrait from Photo,Custom Photo,Engraved Photo Wood,Custom Photo on Wood,Personalized Gifts,custom portrait,wood engraving,photo on wood,gift for him,gift for her,wall art decor,christmas gift ideas,fall hosting decor,../data/images/Custom_Photo_on_Wood__Engraved_Photo_on_Wood_with_.png
"Custom Name Baby Sweater,Personalized Hand Embroidered Baby Sweater,Cute Baby Girls Sweater With Name,Baby Shower Gift,Christmas Gift Baby",https://www.etsy.com/listing/1591922932/custom-name-baby-sweaterpersonalized,MillionDesignArt,https://www.etsy.com/shop/MillionDesignArt,59,597,35211,5982,1053,10 Mo.,4087,105,212858,Clothing,,15,100,2.81,37929,"name sweater baby,Baby Name Sweater,Baby Sweater,custom baby sweater,Toddler Sweater,Baby Girl Sweater,Baby Boy Sweater,Knitted Baby Sweater,Floral Baby Sweater,Baby Shower Gift,first birthday gift,Birth Gift For baby,Christmas gift",name sweater baby,Baby Name Sweater,Baby Sweater,custom baby sweater,Toddler Sweater,Baby Girl Sweater,Baby Boy Sweater,Knitted Baby Sweater,Floral Baby Sweater,Baby Shower Gift,first birthday gift,Birth Gift For baby,Christmas gift,../data/images/Custom_Name_Baby_Sweater_Personalized_Hand_Embroid.png
"Samsung frame tv bezel,  custom brand tv frame,wooden tv frame，Frame TV frames, handmade TV frame",https://www.etsy.com/listing/1687028964/samsung-frame-tv-bezel-custom-brand-tv,UndineGallery,https://www.etsy.com/shop/UndineGallery,419,85,35175,514,109,6 Mo.,829,18,52102,Home & Living,,26,100,1.02,1505,"frame,custom frame,tv frame,tv bezel,frame tv frame,frame tv bezel,gold frame,tv frames,frame tv frames,Wooden TV Frame",frame,custom frame,tv frame,tv bezel,frame tv frame,frame tv bezel,gold frame,tv frames,frame tv frames,Wooden TV Frame,--,--,--,../data/images/Samsung_frame_tv_bezel___custom_brand_tv_frame_woo.png
"French style handmade TOP LAYER cowhide leather woven LARGE shoulder tote bag, gift for mom, gift for wife, soft leather bag",https://www.etsy.com/listing/1717988715/french-style-handmade-top-layer-cowhide,Fayecraftstudio,https://www.etsy.com/shop/Fayecraftstudio,376,93,34989,477,72,5 Mo.,3006,14,76395,Bags & Purses,,7,100,0.62,2257,"leather bag,woven leather bag,mothers day gift,wife gift,french style bag,handbag,retro leather bag,cowhide leather bag,birthday gift,brown bag,tote bag,fayecraftstudio,faye craft studio",leather bag,woven leather bag,mothers day gift,wife gift,french style bag,handbag,retro leather bag,cowhide leather bag,birthday gift,brown bag,tote bag,fayecraftstudio,faye craft studio,../data/images/French_style_handmade_TOP_LAYER_cowhide_leather_wo.png
"Mothers Gift Box, Gift Box for Grandma, Birthday Gift Set, Self Care Gift for Mom, Daughter to Mother Gift, Hygge Gift Box, Basket for Her",https://www.etsy.com/listing/1703189222/mothers-gift-box-gift-box-for-grandma,CareGiftStudio,https://www.etsy.com/shop/CareGiftStudio,50,699,34943,3495,715,5 Mo.,3990,143,167823,Bath & Beauty,,49,100,2.08,27946,"mom gift box,gift basket,mothers day gift box,gift box for her,crochet mom gift,mother gift from son,daughter to mom,grandma gift box,grandma mothers day,gift box for women,crochet gift box,sunflower gift,mothers day basket",mom gift box,gift basket,mothers day gift box,gift box for her,crochet mom gift,mother gift from son,daughter to mom,grandma gift box,grandma mothers day,gift box for women,crochet gift box,sunflower gift,mothers day basket,../data/images/Mothers_Gift_Box__Gift_Box_for_Grandma__Birthday_G.png
"Custom Neon Name Sign Wedding Decor Battery Operated,Neon Wedding Sign Custom Wall Decor,Last Name Sign Wedding Backdrop,Personalized  Gifts",https://www.etsy.com/listing/1060137875/custom-neon-name-sign-wedding-decor,HandMadingGift,https://www.etsy.com/shop/HandMadingGift,120,289,34680,10989,3046,38 Mo.,24397,80,983359,Home & Living,,43,100,1.12,17198,"custom neon sign,neon sign custom,wedding decor,personalized gifts,neon sign,neon name sign,wall decor,home decor,custom led sign,engagement gifts,wedding sign,wedding neon sign,wedding gifts",custom neon sign,neon sign custom,wedding decor,personalized gifts,neon sign,neon name sign,wall decor,home decor,custom led sign,engagement gifts,wedding sign,wedding neon sign,wedding gifts,../data/images/Custom_Neon_Name_Sign_Wedding_Decor_Battery_Operat.png
"Personalized Charcuterie Board - Customized Cheese Board, Engraved Cutting Board, Home Decor Gift for Wedding, Anniversary, Housewarming",https://www.etsy.com/listing/1056698572/personalized-charcuterie-board,HomeSleekHome,https://www.etsy.com/shop/HomeSleekHome,100,346,34593,12978,2810,37 Mo.,13870,75,425649,Home & Living,,38,100,3.05,17827,"Charcuterie board,Wedding gift,Cheese board,Housewarming gift,Home decor,gift for her,home gift,cutting board,anniversary gift,couple gift,retirement gift,personalized gift,gift for him",Charcuterie board,Wedding gift,Cheese board,Housewarming gift,Home decor,gift for her,home gift,cutting board,anniversary gift,couple gift,retirement gift,personalized gift,gift for him,../data/images/Personalized_Charcuterie_Board___Customized_Cheese.png
"12&quot; Vinyl Record Mixtape Two Sided, Black, Fully Custom + Songs - Your Amazing Playlist On Vinyl, 20 Mins Per Side 40 Total WE PRESS FASTEST",https://www.etsy.com/listing/734957145/12-vinyl-record-mixtape-two-sided-black,VinyleyCustomRecords,https://www.etsy.com/shop/VinyleyCustomRecords,119,289,34391,17550,4613,60 Mo.,25925,76,556421,"Books, Movies & Music",,60,100,3.17,25813,"custom,vinyl,records,on,demand,mixtape,dj,music,lathe,record,gift,ep,12",custom,vinyl,records,on,demand,mixtape,dj,music,lathe,record,gift,ep,12,../data/images/12_quot__Vinyl_Record_Mixtape_Two_Sided__Black__Fu.png
BBQ Cutting Board Gift For Him - Personalized Boyfriend Gift - Custom Gift for Husband - Engraved Fathers Day Gift - Wood Grill Gift for Dad,https://www.etsy.com/listing/1713459140/bbq-cutting-board-gift-for-him,GiftsToEngrave,https://www.etsy.com/shop/GiftsToEngrave,80,430,34383,1732,519,4 Mo.,1382,129,48208,Home & Living,,31,100,3.59,86317,"bbq cutting board,personalized BBQ,custom cutting board,Charcuterie Board,gifts for dad,Fathers Day Gift,gift for him,grilling gifts,gift for men,meat cutting board,gift for grandpa,grill accessories,bbq gifts",bbq cutting board,personalized BBQ,custom cutting board,Charcuterie Board,gifts for dad,Fathers Day Gift,gift for him,grilling gifts,gift for men,meat cutting board,gift for grandpa,grill accessories,bbq gifts,../data/images/BBQ_Cutting_Board_Gift_For_Him___Personalized_Boyf.png
Personalized Return Address Stamp | Self Inking Return Address Stamp | Personalized Address Stamp  | Custom Stamp,https://www.etsy.com/listing/1261176854/personalized-return-address-stamp-self,LetsMakeFunStuff,https://www.etsy.com/shop/LetsMakeFunStuff,10,1034,34270,6988,1408,26 Mo.,2078,54,155908,Craft Supplies & Tools,,56,100,4.5,52962,"address stamp,self inking stamp,housewarming gift,wedding gift,personalized stamp,wedding stamp,custom address stamp,script stamp,calligraphy stamp,return address stamp,custom rubber stamp,custom stamp,christmas gift",address stamp,self inking stamp,housewarming gift,wedding gift,personalized stamp,wedding stamp,custom address stamp,script stamp,calligraphy stamp,return address stamp,custom rubber stamp,custom stamp,christmas gift,../data/images/Personalized_Return_Address_Stamp___Self_Inking_Re.png
"ACOTAR Velaris Special Edition Book Set | A Court of Thorns and Roses, ACOTAR Books, ACOTAR Merch | Officially Licensed by Sarah J. Maas",https://www.etsy.com/listing/1473276879/acotar-velaris-special-edition-book-set,AcryliPicsBookish,https://www.etsy.com/shop/AcryliPicsBookish,225,152,34200,2437,656,16 Mo.,23270,41,437140,"Books, Movies & Music",,109,100,0.56,5551,"ACOTAR,Special Edition,Sarah J Maas,Velaris,ACOTAR Merch,ACOTAR Books,acotar sweatshirt,rhysand,Bookish Merch,throne of glass,acotar png,Thorns and Roses,ACOTAR Book Set",ACOTAR,Special Edition,Sarah J Maas,Velaris,ACOTAR Merch,ACOTAR Books,acotar sweatshirt,rhysand,Bookish Merch,throne of glass,acotar png,Thorns and Roses,ACOTAR Book Set,../data/images/ACOTAR_Velaris_Special_Edition_Book_Set___A_Court_.png
Best Face Mask For Glasses - Reusable Anti-fog Face Mask - 100% Cotton Protective Unisex Face Mask UK - Nose Wire For Glasses Wearers 2024,https://www.etsy.com/listing/857315065/best-face-mask-for-glasses-reusable-anti,maskmeuk,https://www.etsy.com/shop/maskmeuk,11,3048,34199,153546,806,49 Mo.,1549,16,271411,Bath & Beauty,,52,100,56.57,23813,"breathable mask uk,stylish face mask,adjustable mask uk,antifog mask uk,reusable face mask,3ply mask nose wire,space print mask,Triple Layered Mask,polka dot face mask,face mask men,travel face mask,unique face mask,face mask usa",breathable mask uk,stylish face mask,adjustable mask uk,antifog mask uk,reusable face mask,3ply mask nose wire,space print mask,Triple Layered Mask,polka dot face mask,face mask men,travel face mask,unique face mask,face mask usa,../data/images/Best_Face_Mask_For_Glasses___Reusable_Anti_fog_Fac.png
"Personalized Refillable Portfolio, Custom Portfolio With Zipper, Custom Leather Portfolio, Personalized Padfolio, Business Gift, Phd Gift",https://www.etsy.com/listing/1248239574/personalized-refillable-portfolio-custom,ATHENUS,https://www.etsy.com/shop/ATHENUS,41,837,34150,21806,5109,26 Mo.,25590,196,1076588,"Books, Movies & Music",,27,100,2.03,96830,"personalized journal,monogrammed journal,custom portfolio,executive gift,personalized notepad,client gifts,corporate gifts,leather portfolio,custom journal,business gifts,custom padfolio,custom notepad cover,leather journal",personalized journal,monogrammed journal,custom portfolio,executive gift,personalized notepad,client gifts,corporate gifts,leather portfolio,custom journal,business gifts,custom padfolio,custom notepad cover,leather journal,../data/images/Personalized_Refillable_Portfolio__Custom_Portfoli.png
"Custom Puff Team Name Sweater, Glitter Team Name Sweater, Embossed School Mascot Sweatshirt, School Spirit Shirt, Cheer, Football Mom",https://www.etsy.com/listing/1770016585/custom-puff-team-name-sweater-glitter,bdactivewear,https://www.etsy.com/shop/bdactivewear,38,737,34090,1214,96,2 Mo.,1327,48,40045,Clothing,,86,100,3.03,152055,"Personalized School,Mascot Sweater,Embossed Mascot,School Spirit Shirts,Shirt for teacher,football mom,hockey mom,cheer mom,custom team name,custom embossed tee,custom school shirt,puff sweatshirt,custom glitter shirt",Personalized School,Mascot Sweater,Embossed Mascot,School Spirit Shirts,Shirt for teacher,football mom,hockey mom,cheer mom,custom team name,custom embossed tee,custom school shirt,puff sweatshirt,custom glitter shirt,../data/images/Custom_Puff_Team_Name_Sweater__Glitter_Team_Name_S.png
"Custom Fluffy Slippers, Fluffy Cross slippers, Custom Bride Slippers, Bride to Be Gift, Bridesmaid Gift, Bachelorette Party, Fluffy Slippers",https://www.etsy.com/listing/1484858474/custom-fluffy-slippers-fluffy-cross,justinxuhandknitted,https://www.etsy.com/shop/justinxuhandknitted,13,2554,33968,38352,4474,15 Mo.,22068,298,792776,Weddings,,53,100,4.84,65890,"slippers,fuzzy slippers,cozy slippers,birthday gift mom,spa slippers,personalized shoes,custom name,mama slippers,bridal party,bridesmaid proposal,bridal shower gift,maid of honor gift,Mrs and name",slippers,fuzzy slippers,cozy slippers,birthday gift mom,spa slippers,personalized shoes,custom name,mama slippers,bridal party,bridesmaid proposal,bridal shower gift,maid of honor gift,Mrs and name,../data/images/Custom_Fluffy_Slippers__Fluffy_Cross_slippers__Cus.png
"14K Gold Name Bracelet,Personalized Name Bracelet,Dainty Layering Bracelet,Custom Name Jewelry,Gift for Mom,LVK04",https://www.etsy.com/listing/1549826627/14k-gold-name-braceletpersonalized-name,lovinka,https://www.etsy.com/shop/lovinka,50,677,33850,8851,1503,13 Mo.,11932,115,350161,Jewelry,,62,100,2.53,34406,"name jewelry,name bracelet,custom name bracelet,personalized jewelry,gift for her,gift for mom,initial bracelet,personalized gifts,dainty bracelet,handmade jewelry,minimalist jewelry,birthday gifts,GOLD NAME BRACELET",name jewelry,name bracelet,custom name bracelet,personalized jewelry,gift for her,gift for mom,initial bracelet,personalized gifts,dainty bracelet,handmade jewelry,minimalist jewelry,birthday gifts,GOLD NAME BRACELET,../data/images/14K_Gold_Name_Bracelet_Personalized_Name_Bracelet_.png
Black Double Side Personalized Engrave Pet Memorial Outdoor Wind Chime-Pet Lose Remenbering Gift-Outside Sketch Dog Cat Loss Sign for Garden,https://www.etsy.com/listing/1504141040/black-double-side-personalized-engrave,AmyEngravedGifts,https://www.etsy.com/shop/AmyEngravedGifts,29,1161,33727,16299,3820,14 Mo.,8962,272,328086,Home & Living,,31,100,4.97,253208,"Wind Chime,Windchimes,Memorial Wind Chime,pet memorial,custom wind chime,pet loss,dog memorial,dog wind chime,cat memorial,Bereavement Gift,remembering a dog,wind spinner,Sympathy Gift",Wind Chime,Windchimes,Memorial Wind Chime,pet memorial,custom wind chime,pet loss,dog memorial,dog wind chime,cat memorial,Bereavement Gift,remembering a dog,wind spinner,Sympathy Gift,../data/images/Black_Double_Side_Personalized_Engrave_Pet_Memoria.png
California Poppy set of 6 stained glass flowers-gift for her-Home decor-motherday gift-Poppy flower decor-Faux Flower-Orange flower,https://www.etsy.com/listing/1712601602/california-poppy-set-of-6-stained-glass,Bellahera,https://www.etsy.com/shop/Bellahera,98,343,33614,1389,279,4 Mo.,20412,69,194716,Art & Collectibles,,47,100,0.72,4102,"glass flower,poppy,California Poppy,orange flower,stained glass,home decor,gift for her,faux flower,fake flower,stained glass flower,birthday gift,glass art,decor",glass flower,poppy,California Poppy,orange flower,stained glass,home decor,gift for her,faux flower,fake flower,stained glass flower,birthday gift,glass art,decor,../data/images/California_Poppy_set_of_6_stained_glass_flowers_gi.png
Roadmap 3.0 Course with Master Resell Rights Digital Marketing course Passive Income Viral Course Roadmap To Riches 3.0 Course PLR DFY Cours,https://www.etsy.com/listing/1775900127/roadmap-30-course-with-master-resell,ThatSleekSpace,https://www.etsy.com/shop/ThatSleekSpace,1950,17,33150,17,2,1 Mo.,9,2,276,Paper & Party Supplies,,18,72,6.16,2635,"roadmap to riches,faceless instagram,faceless marketing,digital marketing,simply passive,make money online,digital product,master resell rights,passive income ebook,MRR course,ultimate branding,UBC course,roadmap 3 course",roadmap to riches,faceless instagram,faceless marketing,digital marketing,simply passive,make money online,digital product,master resell rights,passive income ebook,MRR course,ultimate branding,UBC course,roadmap 3 course,../data/images/Roadmap_3_0_Course_with_Master_Resell_Rights_Digit.png
"Harris Walz 2024 Shirt, Kamala Harris Walz, Tim Walz t-Shirt, Democrat Shirt, Vote Blue, Liberal Feminist Shirt, Harris Walz 2024 Tee",https://www.etsy.com/listing/1773590603/harris-walz-2024-shirt-kamala-harris,TrendyFashionHub,https://www.etsy.com/shop/TrendyFashionHub,14,1389,33039,1887,165,1 Mo.,372,165,35649,Clothing,,16,100,5.29,9602,"harris walz shirt,harris walz t-shirt,harris walz 24,kamala harris shirt,harris 2024 shirt,election shirt,democrat shirt,tim walz shirts,tim walz 2024,women for harris,candidate shirt,feminist shirt,we are not going",harris walz shirt,harris walz t-shirt,harris walz 24,kamala harris shirt,harris 2024 shirt,election shirt,democrat shirt,tim walz shirts,tim walz 2024,women for harris,candidate shirt,feminist shirt,we are not going,../data/images/Harris_Walz_2024_Shirt__Kamala_Harris_Walz__Tim_Wa.png
"Handmade Custom Damascus Knife, Birthday Gift Pocket Knife, Groomsmen Gift, Anniversary Gift, Handmade Gift, Personalized Gift for Him, Men",https://www.etsy.com/listing/1740665267/handmade-custom-damascus-knife-birthday,TimelessKnife,https://www.etsy.com/shop/TimelessKnife,99,332,32868,1012,137,3 Mo.,578,45,19879,Toys & Games,,3,100,5.09,1706,"Personalized Gift,Fathers Day Gift,Pocket Knives,Engraved Knife,Gift for Him,Boyfriend Gift,Groomsmen Gift,Customized Mens Gift,Wedding Gift,Gift for Husband,Damascus Knife,Anniversary Gift,Folding Knive",Personalized Gift,Fathers Day Gift,Pocket Knives,Engraved Knife,Gift for Him,Boyfriend Gift,Groomsmen Gift,Customized Mens Gift,Wedding Gift,Gift for Husband,Damascus Knife,Anniversary Gift,Folding Knive,../data/images/Handmade_Custom_Damascus_Knife__Birthday_Gift_Pock.png
Custom Whiskey Glass with premium quality side and bottom engraving for any special occasion. Comes with free Gift Box.,https://www.etsy.com/listing/1396080058/custom-whiskey-glass-with-premium,HMGiftCollection,https://www.etsy.com/shop/HMGiftCollection,22,1493,32846,28453,5908,19 Mo.,21923,310,557407,Home & Living,,20,100,5.1,38016,"groomsmen gift,best man gift,personalized gifts,groomsmen proposal,gift for him,whiskey glasses,wedding gifts,anniversary gift,gifts for men,custom whiskey glass,gifts for dad,groomsman gift,handwriting gifts",groomsmen gift,best man gift,personalized gifts,groomsmen proposal,gift for him,whiskey glasses,wedding gifts,anniversary gift,gifts for men,custom whiskey glass,gifts for dad,groomsman gift,handwriting gifts,../data/images/Custom_Whiskey_Glass_with_premium_quality_side_and.png
"Custom Pet Wedding Napkins, Custom Dog Wedding Napkins, Custom Cocktail Napkins, Personalized Pet Napkins, Custom Engagement Napkins",https://www.etsy.com/listing/1583088440/custom-pet-wedding-napkins-custom-dog,BespokeYourDreams,https://www.etsy.com/shop/BespokeYourDreams,60,110,32807,1084,288,11 Mo.,2090,26,60052,Paper & Party Supplies,,11,100,1.81,1819,"Dog wedding napkins,Pet wedding napkins,cocktail napkins,wedding napkins,wedding décor,wedding favors,personalized napkins,dog wedding,wedding bar napkins,pet cocktail napkins,custom pet napkins,wedding koozies dog,custom napkins",Dog wedding napkins,Pet wedding napkins,cocktail napkins,wedding napkins,wedding décor,wedding favors,personalized napkins,dog wedding,wedding bar napkins,pet cocktail napkins,custom pet napkins,wedding koozies dog,custom napkins,../data/images/Custom_Pet_Wedding_Napkins__Custom_Dog_Wedding_Nap.png
"2024 FNP Comprehensive Board Prep Study Guide, ANCC & AANP Visual Bundle (#1 Way to Pass Your First Try!), nurse practitioner, np student",https://www.etsy.com/listing/1647999925/2024-fnp-comprehensive-board-prep-study,ScrubLifeNotes,https://www.etsy.com/shop/ScrubLifeNotes,100,327,32700,3002,349,9 Mo.,1337,38,52218,,,52,100,5.78,19511,"Nurse practitioner,Np gifts,np cheat sheet,np study guide,fnp exam,np graduation gift,aanp study guide,ancc study guide,state np board exam,np student,np school,np board prep,passed np test",Nurse practitioner,Np gifts,np cheat sheet,np study guide,fnp exam,np graduation gift,aanp study guide,ancc study guide,state np board exam,np student,np school,np board prep,passed np test,../data/images/2024_FNP_Comprehensive_Board_Prep_Study_Guide__ANC.png
"14K Solid Gold Family Birthstone Necklace, Birthstone Gift, Christmas Gift, Bridesmaid Gift, Gift for Mom, Birthday Gift, Birthstone Jewelry",https://www.etsy.com/listing/1301638116/14k-solid-gold-family-birthstone,AceElegance,https://www.etsy.com/shop/AceElegance,27,1219,32511,29288,8434,24 Mo.,26395,351,1084931,Jewelry,,43,100,2.7,52159,"14k Gold Birthstone,Grandma Necklace,Gift for Mom,Gift for Her,Family Birthstone,Birthstone Jewelry,Birthstone Necklace,Christmas Gift,Bridesmaid Gift,Birthday Gift,Anniversary Gift,Handmade Jewelry,Zircon Birthstone",14k Gold Birthstone,Grandma Necklace,Gift for Mom,Gift for Her,Family Birthstone,Birthstone Jewelry,Birthstone Necklace,Christmas Gift,Bridesmaid Gift,Birthday Gift,Anniversary Gift,Handmade Jewelry,Zircon Birthstone,../data/images/14K_Solid_Gold_Family_Birthstone_Necklace__Birthst.png
"World Map Wall Art Push Pin Map, Cork Board Wooden Travel Map Wall Decor, Wood Wall Map 5th Anniversary Gift, 3 Panel Wall Art",https://www.etsy.com/listing/1195243862/world-map-wall-art-push-pin-map-cork,WoodyWoodUA,https://www.etsy.com/shop/WoodyWoodUA,207,157,32499,4625,768,29 Mo.,11862,26,457454,Home & Living,,52,100,1.01,28855,"world map wall art,push pin map,cork board,wooden map,5th Anniversary Gift,Wooden World Map,Push Pin World Map,Wood Wall Map,travel map,ukraine shops,ukraine sellers,3 panel wall art,cork world map",world map wall art,push pin map,cork board,wooden map,5th Anniversary Gift,Wooden World Map,Push Pin World Map,Wood Wall Map,travel map,ukraine shops,ukraine sellers,3 panel wall art,cork world map,../data/images/World_Map_Wall_Art_Push_Pin_Map__Cork_Board_Wooden.png
